mf_name,curr_price,growth(%),1 year(%),3 year(%),5 year(%),launch_date,exit_load(%),min_investment,Last dividend payout,document_link,link
Shriram Flexi Cap Fund - Direct Plan - Growth,13.95,0.18,44.91,0.0,0.0,2018-09-07 00:00:00,1.0,5000.0,,https://www.shriramamc.in/Dwnload-factsheet.aspx,https://coin.zerodha.com/funds/140515815.00206600/shriram-flexi-fund-direct-plan
Shriram Flexi Cap Fund - Direct Plan - IDCW,13.9,0.18,44.76,0.0,0.0,2018-09-07 00:00:00,1.0,5000.0,,https://www.shriramamc.in/Dwnload-factsheet.aspx,https://coin.zerodha.com/funds/140515815.00206700/shriram-flexi-fund-direct-plan
Shriram Long Term Equity Fund - Direct Plan - Growth,14.43,0.29,40.2,0.0,0.0,2018-12-17 00:00:00,,500.0,,https://www.shriramamc.in/Dwnload-factsheet.aspx,https://coin.zerodha.com/funds/140516138.00206600/shriram-long-term-equity-fund-direct-plan
Shriram Long Term Equity Fund - Direct Plan - IDCW,14.39,0.29,40.06,0.0,0.0,2018-12-17 00:00:00,,500.0,,https://www.shriramamc.in/Dwnload-factsheet.aspx,https://coin.zerodha.com/funds/140516138.00206700/shriram-long-term-equity-fund-direct-plan
Sundaram Arbitrage Fund - Direct Plan - Growth,10.61,-0.01,4.75,0.0,0.0,2020-01-16 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140516934.00206600/sundaram-arbitrage-fund-direct-plan
Sundaram Arbitrage Fund - Direct Plan - IDCW,10.61,-0.01,4.72,0.0,0.0,2020-01-16 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140516934.00206700/sundaram-arbitrage-fund-direct-plan
Sundaram Balanced Advantage Fund - Direct Plan - Growth,14.01,0.16,31.27,0.0,0.0,2020-02-14 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140516944.00206600/sundaram-balanced-advantage-fund-direct-plan
Sundaram Balanced Advantage Fund - Direct Plan - IDCW,14.01,0.16,31.27,0.0,0.0,2020-02-14 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140516944.00206700/sundaram-balanced-advantage-fund-direct-plan
Sundaram Banking & PSU Debt Fund - Direct Plan - Growth,34.4,0.01,5.06,8.26,7.19,2013-01-01 00:00:00,,5000.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058171.00206600/sundaram-banking-debt-fund-direct-plan
Sundaram Banking & PSU Debt Fund - Direct Plan - IDCW-Monthly,11.53,0.01,0.73,1.96,1.19,2013-07-15 00:00:00,,5000.0,0.35%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058171.00218200/sundaram-banking-debt-fund-direct-plan
Sundaram Bluechip Fund - Direct Plan - Growth,13.42,0.1,0.0,0.0,0.0,2020-09-17 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140517143.00206600/sundaram-bluechip-fund-direct-plan
Sundaram Bluechip Fund - Direct Plan - IDCW,13.42,0.1,0.0,0.0,0.0,2020-09-17 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140517143.00206700/sundaram-bluechip-fund-direct-plan
Sundaram Corporate Bond Fund - Direct Plan - Growth,32.47,0.05,7.46,10.09,8.75,2013-01-01 00:00:00,,5000.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14059065.00206600/sundaram-corporate-bond-fund-direct-plan
Sundaram Corporate Bond Fund - Direct Plan - IDCW-Annual,15.27,0.05,3.33,5.64,0.0,2016-09-23 00:00:00,,5000.0,6.00%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14059065.00217900/sundaram-corporate-bond-fund-direct-plan
Sundaram Corporate Bond Fund - Direct Plan - IDCW-Monthly,15.14,0.05,5.73,8.33,6.66,2013-09-18 00:00:00,,5000.0,0.20%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14059065.00218200/sundaram-corporate-bond-fund-direct-plan
Sundaram Corporate Bond Fund - Direct Plan - IDCW-Quarterly,16.92,0.05,3.67,5.92,8.36,2013-09-18 00:00:00,,5000.0,1.50%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14059065.00218100/sundaram-corporate-bond-fund-direct-plan
Sundaram Debt Oriented Hybrid Fund - Direct Plan - Growth,22.91,0.08,13.67,5.55,6.99,2013-01-01 00:00:00,,5000.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058176.00206600/sundaram-debt-oriented-hybrid-fund-direct-plan
Sundaram Debt Oriented Hybrid Fund - Direct Plan - IDCW-Half Yearly,15.65,0.08,9.2,1.99,7.32,2013-01-01 00:00:00,,5000.0,3.00%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058176.00218000/sundaram-debt-oriented-hybrid-fund-direct-plan
Sundaram Debt Oriented Hybrid Fund - Direct Plan - IDCW-Monthly,12.88,0.08,4.9,-2.83,0.0,2016-08-09 00:00:00,,5000.0,1.22%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058176.00218200/sundaram-debt-oriented-hybrid-fund-direct-plan
Sundaram Debt Oriented Hybrid Fund - Direct Plan - IDCW-Quarterly,15.67,0.08,9.2,1.67,2.89,2013-01-01 00:00:00,,5000.0,1.50%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058176.00218100/sundaram-debt-oriented-hybrid-fund-direct-plan
Sundaram Diversified Equity Fund - Direct Plan - Growth,134.97,0.27,58.74,8.51,11.89,2013-01-01 00:00:00,,500.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058187.00206600/sundaram-diversified-equity-fund-direct-plan
Sundaram Diversified Equity Fund - Direct Plan - IDCW,15.86,0.27,51.06,4.13,3.1,2013-01-01 00:00:00,,500.0,3.00%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058187.00206700/sundaram-diversified-equity-fund-direct-plan
Sundaram Equity Fund - Direct Plan - Growth,15.07,0.58,64.34,0.0,0.0,2019-08-16 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140516799.00206600/sundaram-equity-fund-direct-plan
Sundaram Equity Fund - Direct Plan - IDCW,15.05,0.58,64.34,0.0,0.0,2019-08-16 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140516799.00206700/sundaram-equity-fund-direct-plan
Sundaram Equity Hybrid Fund - Direct Plan - Growth,130.25,0.31,42.69,13.46,14.03,2013-01-01 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058167.00206600/sundaram-equity-hybrid-fund-direct-plan
Sundaram Equity Hybrid Fund - Direct Plan - IDCW,17.67,0.31,32.72,3.41,4.03,2013-01-01 00:00:00,1.0,100.0,1.53%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058167.00206700/sundaram-equity-hybrid-fund-direct-plan
Sundaram Equity Savings Fund - Direct Plan - Growth,12.61,0.06,19.4,0.0,0.0,2018-11-16 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140516046.00206600/sundaram-equity-savings-fund-direct-plan
Sundaram Equity Savings Fund - Direct Plan - IDCW,12.61,0.06,19.4,0.0,0.0,2018-11-16 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140516046.00206700/sundaram-equity-savings-fund-direct-plan
Sundaram Financial Services Opportunities Fund - Direct Plan - Growth,59.76,-0.89,65.72,13.37,15.56,2013-01-01 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058184.00206600/sundaram-financial-services-opportunities-fund-direct-plan
Sundaram Financial Services Opportunities Fund - Direct Plan - IDCW,25.22,-0.89,65.72,8.82,8.78,2013-01-01 00:00:00,1.0,100.0,5.98%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058184.00206700/sundaram-financial-services-opportunities-fund-direct-plan
Sundaram Infrastructure Advantage Fund - Direct Plan - Growth,46.55,0.76,73.26,10.43,13.35,2013-01-01 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058181.00206600/sundaram-infrastructure-advantage-fund-direct-plan
Sundaram Infrastructure Advantage Fund - Direct Plan - IDCW,38.59,0.76,73.26,6.59,10.18,2013-01-01 00:00:00,1.0,100.0,7.97%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058181.00206700/sundaram-infrastructure-advantage-fund-direct-plan
Sundaram Rural and Consumption Fund - Direct Plan - Growth,56.0,0.04,45.84,8.36,12.76,2013-01-01 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058186.00206600/sundaram-rural-consumption-fund-direct-plan
Sundaram Rural and Consumption Fund - Direct Plan - IDCW,21.57,0.04,35.86,0.42,0.94,2013-01-01 00:00:00,1.0,100.0,3.10%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058186.00206700/sundaram-rural-consumption-fund-direct-plan
Sundaram Services Fund - Direct Plan - Growth,18.18,0.29,67.62,0.0,0.0,2018-08-29 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140515795.00206600/sundaram-services-fund-direct-plan
Sundaram Services Fund - Direct Plan - IDCW,16.64,0.29,67.61,0.0,0.0,2018-08-29 00:00:00,1.0,100.0,1.95%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140515795.00206700/sundaram-services-fund-direct-plan
Sundaram Global Brand Fund - Direct Plan - Growth,25.89,0.69,33.41,13.12,14.23,2013-01-01 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058173.00206600/sundaram-global-brand-fund-direct-plan
Sundaram Global Brand Fund - Direct Plan - IDCW,23.03,0.69,33.39,12.93,13.89,2013-01-01 00:00:00,1.0,100.0,10.00%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058173.00206700/sundaram-global-brand-fund-direct-plan
Sundaram Large and Mid Cap Fund - Direct Plan - IDCW,24.94,0.35,58.77,7.25,7.49,2013-01-01 00:00:00,1.0,100.0,2.83%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058169.00206700/sundaram-large-fund-direct-plan
Sundaram Low Duration Fund - Direct Plan - Growth,27.34,0.02,5.02,3.57,5.11,2013-01-01 00:00:00,,1000.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058188.00206600/sundaram-duration-fund-direct-plan
Sundaram Low Duration Fund - Direct Plan - IDCW-Monthly,10.81,0.02,0.94,-1.28,-0.49,2013-01-01 00:00:00,,1000.0,0.43%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058188.00218200/sundaram-duration-fund-direct-plan
Sundaram Low Duration Fund - Direct Plan - IDCW-Quarterly,11.64,0.02,-0.24,-1.13,0.15,2013-01-01 00:00:00,,1000.0,1.50%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058188.00218100/sundaram-duration-fund-direct-plan
Sundaram Medium Term Bond Fund - Direct Plan - Growth,62.88,0.05,5.7,7.38,7.52,2013-01-01 00:00:00,1.0,5000.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058168.00206600/sundaram-medium-term-bond-fund-direct-plan
Sundaram Medium Term Bond Fund - Direct Plan - IDCW-Annual,13.26,0.05,1.05,2.57,2.61,2013-01-01 00:00:00,1.0,5000.0,6.00%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058168.00217900/sundaram-medium-term-bond-fund-direct-plan
Sundaram Medium Term Bond Fund - Direct Plan - IDCW-Quarterly,23.43,0.05,3.0,4.5,4.72,2013-01-01 00:00:00,1.0,5000.0,1.50%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058168.00218100/sundaram-medium-term-bond-fund-direct-plan
Sundaram Mid Cap Fund - Direct Plan - Growth,657.0,0.48,67.18,8.01,12.56,2013-01-01 00:00:00,1.0,100.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058180.00206600/sundaram-fund-direct-plan
Sundaram Mid Cap Fund - Direct Plan - IDCW,44.24,0.48,67.18,3.59,5.78,2013-01-01 00:00:00,1.0,100.0,1.37%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058180.00206700/sundaram-fund-direct-plan
Sundaram Money Fund - Direct Plan - IDCW-Monthly,10.8,0.01,0.29,0.26,0.27,2013-01-01 00:00:00,,1000.0,0.30%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/14058175.00218200/sundaram-money-fund-direct-plan
Sundaram Money Market Fund - Direct Plan - Growth,11.79,0.01,3.79,0.0,0.0,2018-09-05 00:00:00,,1000.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140515868.00206600/sundaram-money-market-fund-direct-plan
Sundaram Money Market Fund - Direct Plan - IDCW-Monthly,11.17,0.01,2.64,0.0,0.0,2018-09-05 00:00:00,,1000.0,0.32%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140515868.00218200/sundaram-money-market-fund-direct-plan
Sundaram Money Market Fund - Direct Plan - IDCW-Quarterly,11.25,0.01,1.94,0.0,0.0,2018-09-05 00:00:00,,1000.0,0.50%,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140515868.00218100/sundaram-money-market-fund-direct-plan
Sundaram Overnight Fund - Direct Plan - Growth,1100.88,0.01,3.04,0.0,0.0,2019-03-15 00:00:00,,5000.0,,https://www.sundarammutual.com/Downloads,https://coin.zerodha.com/funds/140516551.00206600/sundaram-overnight-fund-direct-plan
